"ID"	"Description"	"Gene"	"GeneID"
"dr:D03059"	"Batabulin sodium (USAN)"	"TUBB3/TUBB4A/TUBB4B/TUBB/TUBB8/TUBB2B/TUBB2A/TUBB1/TUBB6"	"10381/10382/10383/203068/347688/347733/7280/81027/84617"
"dr:D03060"	"Batanopride hydrochloride (USAN)"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D03061"	"Batimastat (USAN/INN)"	"MMP2/MMP9"	"4313/4318"
"dr:D03062"	"Bazedoxifene acetate (JAN/USAN);"	"ESR1/ESR2"	"2099/2100"
"dr:D03065"	"Becaplermin (USAN/INN);"	"PDGFRB"	"5159"
"dr:D03066"	"Bectumomab (USAN/INN)"	"CD22"	"933"
"dr:D03067"	"Belfosdil (USAN/INN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D03068"	"Belimumab (USAN);"	"TNFSF13B"	"10673"
"dr:D03073"	"Bemesetron (USAN/INN)"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D03075"	"Bemoradan (USAN/INN)"	"PDE10A/PDE7B/PDE11A/PDE1A/PDE1C/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/PDE4D/PDE7A/PDE8A/PDE1B/PDE8B"	"10846/27115/50940/5136/5137/5138/5139/5140/5141/5142/5143/5144/5150/5151/5153/8622"
"dr:D03076"	"Benapryzine hydrochloride (USAN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D03077"	"Benazeprilat (USAN/INN)"	"ACE"	"1636"
"dr:D03079"	"Benorterone (USAN/INN)"	"AR"	"367"
"dr:D03080"	"Benoxaprofen (USAN/INN);"	"ALOX5"	"240"
"dr:D03082"	"Benserazide (USAN/INN)"	"DDC"	"1644"
"dr:D03087"	"Benzetimide hydrochloride (USAN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D03088"	"Benzilonium bromide (USAN/INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D03095"	"Benzylpenicilloyl polylysine (USP);"	"FCER1A/FCER1G"	"2205/2207"
"dr:D03100"	"Besonprodil (USAN)"	"GRIN2B"	"2904"
"dr:D03102"	"Betahistine hydrochloride (USP);"	"HRH1/HRH3"	"3269/11255"
"dr:D03106"	"Bexarotene (JAN/USAN/INN);"	"RXRA/RXRB/RXRG"	"6256/6257/6258"
"dr:D03107"	"Bexlosteride (USAN/INN)"	"SRD5A1"	"6715"
"dr:D03114"	"Bimosiamose disodium (USAN)"	"SELE/SELL/SELP"	"6401/6402/6403"
"dr:D03115"	"Fasudil hydrochloride hydrate (JAN);"	"ROCK1/ROCK2"	"6093/9475"
"dr:D03116"	"Bindarit (USAN/INN)"	"CCL2"	"6347"
"dr:D03117"	"Binetrakin (USAN/INN)"	"IL4"	"3565"
"dr:D03120"	"Binodenoson (USAN/INN)"	"ADORA2A"	"135"
"dr:D03121"	"Binospirone mesylate (USAN)"	"HTR1A"	"3350"
"dr:D03128"	"Biricodar dicitrate (USAN)"	"ABCB1"	"5243"
"dr:D03136"	"Bivalirudin (USAN/INN)"	"F2"	"2147"
"dr:D03144"	"Bolasterone (USAN/INN)"	"AR"	"367"
"dr:D03145"	"Boldenone undecylenate (USAN);"	"AR"	"367"
"dr:D03150"	"Bortezomib (JAN/USAN/INN);"	"PSMB5"	"5693"
"dr:D03153"	"Brasofensine maleate (USAN)"	"SLC6A3"	"6531"
"dr:D03154"	"Brequinar sodium (USAN)"	"DHODH"	"1723"
"dr:D03155"	"Bretazenil (USAN/INN)"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D03156"	"Brifentanil hydrochloride (USAN)"	"OPRM1"	"4988"
"dr:D03158"	"Brocresine (USAN/INN)"	"HDC"	"3067"
"dr:D03163"	"Bromfenac sodium (USAN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D03165"	"Bromocriptine (USAN/INN)"	"DRD2/PRL"	"1813/5617"
"dr:D03166"	"Bromodiphenhydramine hydrochloride (USP);"	"HRH1"	"3269"
"dr:D03170"	"Bucindolol hydrochloride (USAN)"	"ADRB2"	"154"
"dr:D03177"	"Bunolol hydrochloride (USAN)"	"ADRB1/ADRB2"	"153/154"
"dr:D03180"	"Butabarbital (USP);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D03187"	"Butaprost (USAN/INN)"	"PTGER2"	"5732"
"dr:D03195"	"Butopamine (USAN/INN)"	"ADRB1"	"153"
"dr:D03197"	"Butorphanol (USAN/INN)"	"OPRK1/OPRM1"	"4986/4988"
"dr:D03198"	"Butoxamine hydrochloride (USAN)"	"ADRB2"	"154"
"dr:D03203"	"Abatacept (USAN/INN);"	"CD80/CD86"	"941/942"
"dr:D03207"	"Alglucosidase alfa (USAN/INN);"	"GAA"	"2548"
"dr:D03208"	"Aliskiren (USAN/INN);"	"REN"	"5972"
"dr:D03210"	"Ancriviroc (USAN/INN)"	"CCR5"	"1234"
"dr:D03212"	"Apadenoson (USAN)"	"ADORA2A"	"135"
"dr:D03213"	"Apixaban (JAN/USAN/INN);"	"F10"	"2159"
"dr:D03214"	"Aplindore fumarate (USAN)"	"DRD2/DRD3"	"1813/1814"
"dr:D03215"	"Armodafinil (USAN/INN);"	"SLC6A3"	"6531"
"dr:D03216"	"Atilmotin (USAN/INN)"	"MLNR"	"2862"
"dr:D03217"	"Avanafil (USAN/INN);"	"PDE5A"	"8654"
"dr:D03218"	"Axitinib (JAN/USAN);"	"FLT1/KDR/FLT4"	"2321/3791/2324"
"dr:D03220"	"Becatecarin (USAN/INN)"	"TOP2A/TOP2B"	"7153/7155"
"dr:D03221"	"Befetupitant (USAN/INN)"	"TACR1"	"6869"
"dr:D03222"	"Belatacept (USAN/INN);"	"CD80/CD86"	"941/942"
"dr:D03225"	"Belotecan hydrochloride (USAN)"	"TOP1"	"7150"
"dr:D03228"	"Agalsidase beta (INN);"	"GLA"	"2717"
"dr:D03230"	"Insulin human (USP/INN);"	"INSR"	"3643"
"dr:D03231"	"Epoetin alfa (USAN/INN);"	"EPOR"	"2057"
"dr:D03232"	"Epoetin beta (USAN/INN);"	"EPOR"	"2057"
"dr:D03234"	"Sodium risedronate hydrate (JP18);"	"FDPS"	"2224"
"dr:D03235"	"Filgrastim (USP/INN);"	"CSF3R"	"1441"
"dr:D03239"	"Ladostigil tartrate (USAN)"	"ACHE/BCHE/MAOA/MAOB"	"43/590/4128/4129"
"dr:D03241"	"Nitecapone (INN)"	"COMT"	"1312"
"dr:D03245"	"Nartograstim (genetical recombination) (JP18);"	"CSF3R"	"1441"
"dr:D03247"	"Lenograstim (USAN/INN);"	"CSF3R"	"1441"
"dr:D03248"	"Clorgiline (INN);"	"MAOA"	"4128"
"dr:D03250"	"Insulin glargine (USAN/INN);"	"INSR"	"3643"
"dr:D03252"	"Bosutinib (USAN)"	"ABL1/SRC"	"25/6714"
"dr:D03254"	"Flufenamate aluminum (JAN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D03257"	"Trastuzumab (USAN/INN);"	"ERBB2"	"2064"
"dr:D03259"	"Gemtuzumab ozogamicin (USAN);"	"CD33"	"945"
"dr:D03260"	"Vardenafil hydrochloride hydrate (JAN);"	"PDE5A"	"8654"
"dr:D03264"	"Mazaticol hydrochloride hydrate (JAN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D03267"	"Gonadorelin diacetate (JP18)"	"GNRHR"	"2798"
"dr:D03269"	"Dinoprostone betadex (JAN);"	"PTGER2"	"5732"
"dr:D03274"	"Chlorpromazine hibenzate (JAN);"	"HTR2A/HTR2B/HTR2C/HRH1/ADRA2A/ADRA2B/ADRA2C/DRD2/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"3356/3357/3358/3269/150/151/152/1813/1128/1129/1131/1132/1133"
"dr:D03276"	"Profenamine hibenzate (JAN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D03285"	"Diphenhydramine tannate (JP18);"	"HRH1"	"3269"
"dr:D03287"	"Elcatonin (JP18/INN);"	"CALCR"	"799"
"dr:D03290"	"Promethazine methylenedisalicylate (JAN);"	"HRH1"	"3269"
"dr:D03297"	"Mecasermin (USAN/INN);"	"IGF1R/GHR"	"3480/2690"
"dr:D03301"	"Prednisolone valerate acetate (JAN);"	"NR3C1"	"2908"
"dr:D03304"	"Interferon beta (JAN);"	"IFNAR1/IFNAR2"	"3454/3455"
"dr:D03305"	"Interferon alfa (NAMALWA) (JP18);"	"IFNAR1/IFNAR2"	"3454/3455"
"dr:D03325"	"Mometasone furoate hydrate (JAN);"	"NR3C1"	"2908"
"dr:D03326"	"Somatorelin acetate (JAN);"	"GHRHR"	"2692"
"dr:D03328"	"Carperitide (USAN/INN);"	"NPR1"	"4881"
"dr:D03330"	"Kallidinogenase (JP18/INN);"	"KNG1"	"3827"
"dr:D03337"	"Reviparin sodium (JAN);"	"SERPINC1"	"462"
"dr:D03338"	"Calusterone (USAN/INN)"	"AR"	"367"
"dr:D03342"	"Camiglibose (USAN)"	"SI"	"6476"
"dr:D03343"	"Dextran sulfate sodium sulfur 5 (JP18);"	"LPL/LIPC"	"4023/3990"
"dr:D03349"	"Candoxatrilat (USAN/INN)"	"MME"	"4311"
"dr:D03350"	"Canertinib dihydrochloride (USAN)"	"EGFR/ERBB2/ERBB3/ERBB4"	"1956/2064/2065/2066"
"dr:D03353"	"Dalteparin sodium (JAN/USP/INN);"	"SERPINC1"	"462"
"dr:D03357"	"Interferon gamma-1a (genetical recombination) (JAN);"	"IFNGR1/IFNGR2"	"3459/3460"
"dr:D03358"	"Teriparatide acetate (JAN);"	"PTH1R"	"5745"
"dr:D03359"	"Cangrelor (USAN/INN)"	"P2RY12"	"64805"
"dr:D03360"	"Diphenhydramine laurylsulfate (JAN);"	"HRH1"	"3269"
"dr:D03361"	"Cangrelor tetrasodium (USAN);"	"P2RY12"	"64805"
"dr:D03363"	"Canrenone (USAN)"	"NR3C2"	"4306"
"dr:D03365"	"Nicotine (USP);"	"CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNA9/CHRNA10/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG"	"1134/1135/1136/1137/1138/8973/1139/55584/57053/1140/1141/1142/1143/1144/1145/1146"
"dr:D03372"	"Capromab pendetide (USAN)"	"FOLH1"	"2346"
"dr:D03373"	"Capromorelin tartrate (USAN)"	"GHSR"	"2693"
"dr:D03378"	"Caracemide (USAN)"	"RRM1"	"6240"
"dr:D03399"	"Carboprost methyl (USAN)"	"PTGFR"	"5737"
"dr:D03402"	"Carbuterol hydrochloride (USAN)"	"ADRB2"	"154"
"dr:D03405"	"Carfentanil citrate (USAN)"	"OPRM1"	"4988"
"dr:D03406"	"Cariporide mesylate (USAN)"	"SLC9A1"	"6548"
"dr:D03409"	"Caroxazone (USAN/INN)"	"MAOA/MAOB"	"4128/4129"
"dr:D03410"	"Carprofen (USP/INN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D03415"	"Carvedilol phosphate (USAN);"	"ADRA1A/ADRA1B/ADRA1D/ADRB1/ADRB2"	"148/147/146/153/154"
"dr:D03420"	"Cedelizumab (USAN/INN)"	"CD4"	"920"
"dr:D03436"	"Cellulose, oxidized (JAN/USP);"	"HBA1/HBA2/HBB"	"3039/3040/3043"
"dr:D03440"	"Ceronapril (USAN/INN)"	"ACE"	"1636"
"dr:D03441"	"Certolizumab pegol (USAN/INN);"	"TNF"	"7124"
"dr:D03442"	"Ceruletide (USAN/INN)"	"CCKAR"	"886"
"dr:D03443"	"Ceruletide diethylamine (USAN);"	"CCKAR"	"886"
"dr:D03447"	"Cetaben sodium (USAN)"	"SOAT1/SOAT2"	"6646/8435"
"dr:D03449"	"Cetamolol hydrochloride (USAN)"	"ADRB1"	"153"
"dr:D03455"	"Cetuximab (USAN/INN);"	"EGFR"	"1956"
"dr:D03471"	"Chlorothiazide sodium (USP);"	"SLC12A3"	"6559"
"dr:D03475"	"Chlorpheniramine polistirex (USAN)"	"HRH1"	"3269"
"dr:D03478"	"Choriogonadotropin alfa (USAN/INN);"	"LHCGR"	"3973"
"dr:D03490"	"Cicloprolol hydrochloride (USAN)"	"ADRB1"	"153"
"dr:D03491"	"Cidoxepin hydrochloride (USAN)"	"HRH1/SLC6A4/SLC6A2"	"3269/6532/6530"
"dr:D03492"	"Cifenline (USAN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D03493"	"Ciglitazone (USAN/INN)"	"PPARG"	"5468"
"dr:D03494"	"Ciladopa hydrochloride (USAN);"	"DRD1/DRD2"	"1812/1813"
"dr:D03495"	"Cilansetron (USAN/INN)"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D03496"	"Cilansetron hydrochloride (USAN)"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D03497"	"Cilengitide (USAN/INN)"	"ITGAV/ITGB3/ITGB5"	"3685/3690/3693"
"dr:D03502"	"Cimaterol (USAN/INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D03503"	"Cimetidine hydrochloride (USP);"	"HRH2"	"3274"
"dr:D03504"	"Cinacalcet (USAN)"	"CASR"	"846"
"dr:D03505"	"Cinacalcet hydrochloride (JAN/USAN);"	"CASR"	"846"
"dr:D03515"	"Cioteronel (USAN/INN)"	"AR"	"367"
"dr:D03516"	"Cipamfylline (USAN/INN)"	"PDE4A/PDE4B/PDE4C/PDE4D"	"5141/5142/5143/5144"
"dr:D03517"	"Cipemastat (USAN/INN);"	"MMP1/MMP8/MMP13/MMP9"	"4312/4317/4322/4318"
"dr:D03518"	"Cipralisant maleate (USAN);"	"HRH3"	"11255"
"dr:D03521"	"Ciprofibrate (USAN/INN)"	"PPARA"	"5465"
"dr:D03522"	"Ciprostene calcium (USAN)"	"PTGIR"	"5739"
"dr:D03534"	"Clebopride (USAN);"	"DRD2"	"1813"
"dr:D03535"	"Clemastine (USAN)"	"HRH1"	"3269"
"dr:D03536"	"Clentiazem maleate (JAN/USAN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D03541"	"Clocortolone acetate (USAN)"	"NR3C1"	"2908"
"dr:D03546"	"Clofarabine (JAN/USAN/INN);"	"RRM1/POLA1/POLA2"	"6240/5422/23649"
"dr:D03547"	"Clofilium phosphate (USAN/INN)"	"KCND1/KCND2/KCND3/KCNH1/KCNH2/KCNT2"	"3750/3751/3752/3756/3757/343450"
"dr:D03551"	"Clometherone (USAN/INN)"	"ESR1/ESR2/AR"	"2099/2100/367"
"dr:D03556"	"Zuclopenthixol (INN);"	"DRD1/DRD2"	"1812/1813"
"dr:D03561"	"Cloprednol (USAN/INN);"	"NR3C1"	"2908"
"dr:D03562"	"Clorazepate monopotassium (USAN)"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D03568"	"Closiramine aceturate (USAN)"	"HRH1"	"3269"
"dr:D03579"	"Codeine polistirex (USAN)"	"OPRM1"	"4988"
"dr:D03580"	"Codeine sulfate (USP);"	"OPRM1"	"4988"
"dr:D03584"	"Colforsin (USAN/INN)"	"ADCY1/ADCY2/ADCY3/ADCY4/ADCY5/ADCY6/ADCY7/ADCY8/ADCY9/ADCY10"	"107/108/109/196883/111/112/113/114/115/55811"
"dr:D03587"	"Colterol mesylate (USAN)"	"ADRB2"	"154"
"dr:D03591"	"Corticorelin acetate (USAN);"	"CRHR1/CRHR2"	"1394/1395"
"dr:D03592"	"Corticorelin ovine triflutate (USAN);"	"CRHR1/CRHR2"	"1394/1395"
"dr:D03593"	"Corticotropin zinc hydroxide;"	"MC2R"	"4158"
"dr:D03594"	"Cortivazol (USAN)"	"NR3C1"	"2908"
"dr:D03601"	"Crilvastatin (USAN/INN)"	"HMGCR"	"3156"
"dr:D03602"	"Crisnatol mesylate (USAN)"	"TOP2A/TOP2B"	"7153/7155"
"dr:D03605"	"Crofelemer (USAN);"	"CFTR/CLCA1/CLCA2/CLCA4"	"1080/1179/9635/22802"
"dr:D03618"	"Cyclazocine (USAN/INN)"	"OPRM1/OPRK1"	"4988/4986"
"dr:D03620"	"Cycliramine maleate (USAN);"	"HRH1"	"3269"
"dr:D03621"	"Cyclizine (INN)"	"HRH1"	"3269"
"dr:D03622"	"Cyclizine hydrochloride (USP)"	"HRH1"	"3269"
"dr:D03639"	"Daclizumab (USAN/INN);"	"IL2RA"	"3559"
"dr:D03642"	"Daltroban (USAN/INN)"	"TBXA2R"	"6915"
"dr:D03643"	"Dalvastatin (USAN/INN)"	"HMGCR"	"3156"
"dr:D03644"	"Danaparoid sodium (JAN/USAN);"	"SERPINC1"	"462"
"dr:D03645"	"Daniplestim (USAN/INN)"	"IL3RA"	"3563"
"dr:D03647"	"Dapiclermin (USAN/INN);"	"CNTFR"	"1271"
"dr:D03648"	"Dapiprazole hydrochloride (USAN);"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D03649"	"Dapoxetine hydrochloride (USAN)"	"SLC6A4"	"6532"
"dr:D03650"	"Darapladib (JAN/USAN)"	"PLA2G7"	"7941"
"dr:D03651"	"Darbepoetin alfa (USAN/INN);"	"EPOR"	"2057"
"dr:D03652"	"Darbufelone mesylate (USAN)"	"ALOX5/PTGS2"	"240/5743"
"dr:D03653"	"Darglitazone sodium (USAN)"	"PPARG"	"5468"
"dr:D03654"	"Darifenacin (USAN/INN)"	"CHRM3"	"1131"
"dr:D03655"	"Darodipine (USAN/INN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D03657"	"Dasantafil (USAN/INN)"	"PDE5A"	"8654"
"dr:D03658"	"Dasatinib (JAN/INN)"	"ABL1/KIT/SRC/LCK/YES1/FYN/EPHA2/PDGFRB"	"25/3815/6714/3932/7525/2534/1969/5159"
"dr:D03661"	"Dazmegrel (USAN/INN)"	"TBXAS1"	"6916"
"dr:D03662"	"Dazopride fumarate (USAN)"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D03663"	"Dazoxiben hydrochloride (USAN)"	"TBXAS1"	"6916"
"dr:D03665"	"Decitabine (USAN/INN);"	"DNMT1/DNMT3A/DNMT3B"	"1786/1788/1789"
"dr:D03671"	"Deflazacort (USAN/INN);"	"NR3C1"	"2908"
"dr:D03672"	"Delequamine hydrochloride (USAN)"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D03673"	"Deligoparin sodium (USAN/INN)"	"SERPINC1"	"462"
"dr:D03674"	"Enoxaparin sodium (JAN/USP/INN);"	"SERPINC1"	"462"
"dr:D03675"	"Delmadinone acetate (USAN)"	"AR"	"367"
"dr:D03677"	"Deltibant (USAN/INN)"	"BDKRB2"	"624"
"dr:D03679"	"Delucemine hydrochloride (USAN)"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D03682"	"Denileukin diftitox (USAN/INN);"	"IL2RA"	"3559"
"dr:D03684"	"Denosumab (USAN);"	"TNFSF11"	"8600"
"dr:D03685"	"Denufosol tetrasodium (USAN)"	"P2RY2"	"5029"
"dr:D03686"	"Depelestat (USAN/INN)"	"ELANE"	"1991"
"dr:D03689"	"Deracoxib (USAN)"	"PTGS2"	"5743"
"dr:D03691"	"Descinolone acetonide (USAN)"	"NR3C1"	"2908"
"dr:D03692"	"Desirudin (USAN/INN);"	"F2"	"2147"
"dr:D03693"	"Desloratadine (JAN/USP/INN);"	"HRH1"	"3269"
"dr:D03696"	"Desonide (USP/INN);"	"NR3C1"	"2908"
"dr:D03697"	"Desoximetasone (USP/INN);"	"NR3C1"	"2908"
"dr:D03698"	"Desoxycorticosterone acetate (USP);"	"NR3C2"	"4306"
"dr:D03699"	"Desoxycorticosterone pivalate (USP);"	"NR3C2"	"4306"
"dr:D03701"	"Detirelix acetate (USAN)"	"GNRH1"	"2796"
"dr:D03702"	"Detomidine hydrochloride (USAN)"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D03704"	"Dexbrompheniramine maleate (USP);"	"HRH1"	"3269"
"dr:D03710"	"Etoricoxib (USAN/INN)"	"PTGS2"	"5743"
"dr:D03711"	"Dexetimide (USAN/INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D03712"	"Firocoxib (USAN/INN);"	"PTGS2"	"5743"
"dr:D03713"	"Dexfenfluramine hydrochloride (USAN);"	"SLC6A4"	"6532"
"dr:D03714"	"Lumiracoxib (USAN/INN)"	"PTGS2"	"5743"
"dr:D03715"	"Dexibuprofen (USAN/INN)"	"PTGS1/PTGS2"	"5742/5743"
"dr:D03716"	"Parecoxib (USAN/INN)"	"PTGS2"	"5743"
"dr:D03717"	"Parecoxib sodium (USAN);"	"PTGS2"	"5743"
"dr:D03718"	"Dexibuprofen lysine (USAN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D03720"	"Tipifarnib (USAN/INN)"	"FNTA/FNTB"	"2339/2342"
"dr:D03721"	"Dexmethylphenidate hydrochloride (USAN);"	"SLC6A2/SLC6A3/SLC6A4"	"6530/6531/6532"
"dr:D03722"	"Efegatran sulfate (USAN)"	"F2"	"2147"
"dr:D03725"	"Hydrocodone bitartrate (USP);"	"OPRM1"	"4988"
"dr:D03728"	"Napsagatran (USAN)"	"F2"	"2147"
"dr:D03729"	"Dexpropranolol hydrochloride (USAN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D03730"	"Dexrazoxane (JAN/USAN/INN)"	"TOP2A/TOP2B"	"7153/7155"
"dr:D03731"	"Selegiline (USAN/INN);"	"MAOB"	"4129"
"dr:D03732"	"Dexsotalol hydrochloride (USAN)"	"KCNH2"	"3757"
"dr:D03733"	"Mofegiline hydrochloride (USAN)"	"MAOB"	"4129"
"dr:D03734"	"Eldacimibe (USAN/INN)"	"SOAT1/SOAT2"	"6646/8435"
"dr:D03735"	"Lecimibide (USAN)"	"SOAT1/SOAT2"	"6646/8435"
"dr:D03736"	"Doramapimod (USAN/INN)"	"MAPK14/MAPK11/MAPK13/MAPK12"	"1432/5600/5603/6300"
"dr:D03737"	"Dextofisopam (USAN/INN)"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D03738"	"Enalkiren (USAN/INN)"	"REN"	"5972"
"dr:D03740"	"Dextroamphetamine (USAN);"	"SLC18A2/SLC6A2/SLC6A3"	"6571/6530/6531"
"dr:D03741"	"Ditekiren (USAN)"	"REN"	"5972"
"dr:D03742"	"Dextromethorphan (USP)"	"SIGMAR1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"10280/2902/2903/2904/2905/2906"
"dr:D03743"	"Terlakiren (USAN/INN)"	"REN"	"5972"
"dr:D03744"	"Dextromethorphan polistirex (USAN);"	"SIGMAR1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"10280/2902/2903/2904/2905/2906"
"dr:D03745"	"Zankiren hydrochloride (USAN)"	"REN"	"5972"
"dr:D03746"	"Dextrorphan hydrochloride (USAN)"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D03747"	"Ibrolipim (USAN/INN)"	"LPL"	"4023"
"dr:D03749"	"Plomestane (USAN/INN)"	"CYP19A1"	"1588"
"dr:D03750"	"Dextrothyroxine sodium (USAN);"	"THRA/THRB"	"7067/7068"
"dr:D03751"	"Icopezil maleate (USAN)"	"ACHE"	"43"
"dr:D03752"	"Quinapril (INN)"	"ACE"	"1636"
"dr:D03753"	"Perindopril (USAN/INN)"	"ACE"	"1636"
"dr:D03756"	"Indolapril hydrochloride (USAN)"	"ACE"	"1636"
"dr:D03758"	"Libenzapril (USAN/INN)"	"ACE"	"1636"
"dr:D03759"	"Diacetolol hydrochloride (USAN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D03760"	"Pentopril (USAN/INN)"	"ACE"	"1636"
"dr:D03763"	"Pivopril (USAN/INN)"	"ACE"	"1636"
"dr:D03765"	"Spirapril hydrochloride (USAN);"	"ACE"	"1636"
"dr:D03766"	"Diaplasinin (USAN)"	"SERPINE1"	"5054"
"dr:D03767"	"Zofenopril calcium (USAN);"	"ACE"	"1636"
"dr:D03769"	"Enalaprilat (USP);"	"ACE"	"1636"
"dr:D03772"	"Fosinoprilat (USAN/INN)"	"ACE"	"1636"
"dr:D03773"	"Quinaprilat (USAN/INN)"	"ACE"	"1636"
"dr:D03775"	"Spiraprilat (USAN/INN)"	"ACE"	"1636"
"dr:D03776"	"Zofenoprilat arginine (USAN)"	"ACE"	"1636"
"dr:D03778"	"Fadrozole hydrochloride hydrate (JAN);"	"CYP19A1"	"1588"
"dr:D03779"	"Dibotermin alfa (USAN/INN)"	"BMPR2"	"659"
"dr:D03781"	"Liarozole fumarate (USAN);"	"CYP19A1"	"1588"
"dr:D03783"	"Oxycodone terephthalate (USP)"	"OPRM1/OPRK1/OPRD1"	"4988/4986/4985"
"dr:D03784"	"Liarozole hydrochloride (USAN)"	"CYP19A1"	"1588"
"dr:D03786"	"Vorozole (USAN/INN);"	"CYP19A1"	"1588"
"dr:D03787"	"Nepicastat hydrochloride (USAN);"	"DBH"	"1621"
"dr:D03788"	"Sivelestat (USAN/INN)"	"ELANE"	"1991"
"dr:D03792"	"Dicirenone (USAN)"	"NR3C2"	"4306"
"dr:D03793"	"Ilomastat (USAN/INN)"	"MMP2/MMP9"	"4313/4318"
"dr:D03795"	"Marimastat (USAN/INN)"	"MMP1/MMP2/MMP9/MMP7/MMP3/MMP12"	"4312/4313/4318/4316/4314/4321"
"dr:D03797"	"Prinomastat (USAN/INN)"	"MMP2/MMP3/MMP9/MMP13/MMP14"	"4313/4314/4318/4322/4323"
"dr:D03798"	"Dicumarol (USAN);"	"VKORC1"	"79001"
"dr:D03799"	"Dienogest (JAN/USAN/INN);"	"PGR"	"5241"
"dr:D03800"	"Rebimastat (USAN/INN)"	"MMP1/MMP2/MMP8/MMP9/MMP14"	"4312/4313/4317/4318/4323"
"dr:D03801"	"Diethylpropion hydrochloride (USP);"	"SLC6A2/SLC6A3"	"6530/6531"
